City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,karabuk,41.2049,32.6277,49.24,73,98,3.38,TR,overcast clouds
359,namli,23.4333,75.05,70.7,44,33,5.82,IN,scattered clouds
360,alice springs,-23.7,133.8833,78.35,83,100,9.22,AU,overcast clouds
361,komsomolskiy,40.4272,71.7189,32.72,64,100,0.0,UZ,haze
362,de haan,51.272,3.0429,44.01,71,40,2.3,BE,scattered clouds
363,labuan,5.2767,115.2417,79.16,94,40,0.0,MY,scattered clouds
364,bosobolo,4.1833,19.9,98.04,20,70,4.03,CD,broken clouds
365,mamallapuram,12.6264,80.1722,80.65,71,49,9.95,IN,scattered clouds
366,aksarka,66.5606,67.7975,1.29,99,99,3.31,RU,overcast clouds
367,pierre,44.3683,-100.351,9.52,80,100,13.8,US,overcast clouds
368,gamba,-2.65,10.0,82.47,65,100,5.75,GA,overcast clouds
369,miraflores,19.2167,-98.8083,54.03,36,4,1.01,MX,clear sky
370,quesnel,52.9999,-122.5029,16.3,57,0,20.71,CA,clear sky
371,kibala,9.1104,18.3463,102.15,4,0,5.75,TD,clear sky
372,ladario,-19.0047,-57.6017,80.89,83,75,5.75,BR,broken clouds
373,yatou,37.15,122.3833,22.17,72,0,5.68,CN,clear sky
374,korla,41.7597,86.1469,17.1,70,0,1.92,CN,clear sky
375,solwezi,-12.1688,26.3894,66.42,95,94,5.66,ZM,moderate rain
376,carbonia,39.1672,8.5222,54.25,58,53,8.7,IT,broken clouds
377,norrtalje,59.758,18.705,35.44,91,72,6.73,SE,broken clouds
378,brigg,53.552,-0.4921,47.5,85,75,5.75,GB,broken clouds
379,manzil salim,35.8567,8.4765,48.63,47,35,15.48,TN,scattered clouds
380,talcher,20.95,85.2167,71.74,67,2,9.06,IN,clear sky
381,yar-sale,66.8333,70.8333,3.15,95,100,7.31,RU,overcast clouds
382,mbengwi,6.0167,10.0,80.98,42,90,8.3,CM,overcast clouds
383,shamilkala,42.6858,46.8639,35.8,56,83,1.54,RU,broken clouds
384,hauterive,46.0901,3.4459,36.36,87,100,7.58,FR,overcast clouds
385,tual,-5.6667,132.75,81.37,75,94,5.64,ID,overcast clouds
386,wanning,18.8003,110.3967,55.53,72,40,10.42,CN,scattered clouds
387,kelme,55.6339,22.9342,26.62,86,50,6.78,LT,scattered clouds
388,immokalee,26.4187,-81.4173,63.91,78,100,9.22,US,haze
389,reconquista,-29.15,-59.65,85.69,50,100,9.4,AR,overcast clouds
390,witu,-2.3889,40.4382,82.56,64,2,14.58,KE,clear sky
391,kaduqli,11.0167,29.7167,96.89,10,18,8.19,SD,few clouds
392,ishigaki,24.3448,124.1572,55.53,62,100,9.22,JP,overcast clouds
393,the valley,18.217,-63.0578,78.1,65,75,10.36,AI,broken clouds
394,surt,31.2089,16.5887,60.01,33,0,10.16,LY,clear sky
395,sobolevo,54.4299,31.8996,25.68,90,87,2.3,RU,overcast clouds
396,menongue,-14.6585,17.691,65.5,93,100,5.61,AO,moderate rain
397,veisiejai,54.1,23.7,28.18,89,69,4.59,LT,broken clouds
398,paso de carrasco,-34.8603,-56.0522,84.65,73,20,3.44,UY,few clouds
399,vanderhoof,54.0166,-124.0198,5.85,77,14,5.03,CA,few clouds
400,port shepstone,-30.7414,30.455,78.1,83,48,20.83,ZA,light rain
401,hami,42.8,93.45,19.24,31,0,2.62,CN,clear sky
402,zapresic,45.8564,15.8078,37.11,68,100,4.25,HR,overcast clouds
403,takoradi,4.8845,-1.7554,84.27,71,100,14.07,GH,overcast clouds
404,meadow lake,34.8014,-106.5436,32.68,50,0,6.29,US,clear sky
405,colquechaca,-18.6667,-66.0167,42.46,59,100,8.1,BO,overcast clouds
406,atkinson,42.8384,-71.147,40.28,70,100,6.91,US,overcast clouds
407,ust-maya,60.4167,134.5333,-50.58,100,86,0.96,RU,overcast clouds
408,ahipara,-35.1667,173.1667,66.31,96,78,4.61,NZ,broken clouds
409,igunga,-4.2833,33.8833,82.29,54,0,6.64,TZ,clear sky
410,sitka,57.0531,-135.33,33.69,86,0,0.0,US,clear sky
411,shreveport,32.5251,-93.7502,48.42,76,100,8.05,US,overcast clouds
412,walvis bay,-22.9575,14.5053,74.35,64,0,10.36,NA,clear sky
413,olafsvik,64.8945,-23.7142,41.72,89,73,20.92,IS,broken clouds
414,rawson,-43.3002,-65.1023,77.05,31,1,7.23,AR,clear sky
415,safford,32.834,-109.7076,44.11,74,0,3.44,US,clear sky
416,naze,28.3667,129.4833,47.32,65,94,15.19,JP,overcast clouds
417,sorland,67.667,12.6934,35.46,71,100,30.69,NO,light rain
418,nuuk,64.1835,-51.7216,20.01,86,100,18.41,GL,light shower snow
419,igarka,67.4667,86.5833,2.59,96,99,11.16,RU,overcast clouds
420,conde,-7.2597,-34.9075,87.26,55,75,17.27,BR,broken clouds
421,jiaocheng,24.6774,116.1389,38.71,54,11,3.58,CN,few clouds
422,bakel,14.905,-12.4568,91.76,8,84,8.41,SN,broken clouds
423,north las vegas,36.1989,-115.1175,40.78,60,0,5.75,US,clear sky
424,bull savanna,17.8868,-77.5902,79.83,55,100,18.72,JM,overcast clouds
425,conakry,9.538,-13.6773,81.23,71,35,11.23,GN,scattered clouds
426,tura,25.5198,90.2201,62.35,45,0,3.09,IN,clear sky
427,milkovo,54.7167,158.6167,-2.9,99,100,0.25,RU,overcast clouds
428,ibra,22.6906,58.5334,66.38,54,38,14.16,OM,scattered clouds
429,berlevag,70.8578,29.0864,33.75,86,100,9.22,NO,snow
430,graaff-reinet,-32.2522,24.5308,78.93,57,30,26.06,ZA,scattered clouds
431,wewak,-3.5534,143.6268,79.12,85,96,2.57,PG,overcast clouds
432,petropavlovsk-kamchatskiy,53.0452,158.6483,19.99,93,100,11.18,RU,light shower snow
433,yaan,7.3833,8.5667,98.33,22,76,4.34,NG,broken clouds
434,constitucion,-35.3333,-72.4167,71.13,46,0,10.31,CL,clear sky
435,sao filipe,14.8961,-24.4956,77.04,64,56,11.1,CV,broken clouds
436,abalak,58.1286,68.5944,18.61,96,98,7.14,RU,overcast clouds
437,zhigansk,66.7697,123.3711,-43.19,97,100,9.28,RU,overcast clouds
438,plouzane,48.3833,-4.6167,44.92,63,100,11.5,FR,overcast clouds
439,corrente,-3.7367,-43.3394,88.68,50,20,5.68,BR,few clouds
440,abu dhabi,24.4667,54.3667,68.11,52,20,12.66,AE,few clouds
441,sonoita,31.85,-112.8333,47.91,34,89,5.39,MX,overcast clouds
442,marsabit,2.3284,37.9899,79.93,25,0,15.01,KE,clear sky
443,paramonga,-10.6667,-77.8333,74.43,75,31,7.7,PE,scattered clouds
444,marovoay,-16.1,46.6333,80.6,81,84,7.14,MG,broken clouds
445,morondava,-20.2833,44.2833,83.59,75,65,17.94,MG,broken clouds
446,henties bay,-22.116,14.2845,67.64,79,45,10.4,NA,scattered clouds
447,salinas,36.6777,-121.6555,47.71,89,0,0.0,US,clear sky
448,stuttgart,48.7823,9.177,37.85,88,100,9.22,DE,overcast clouds
449,garden city,42.3256,-83.331,28.81,79,100,12.66,US,overcast clouds
450,kropotkin,45.4375,40.5756,39.76,64,100,7.85,RU,overcast clouds
451,cuamba,-14.8031,36.5372,78.98,87,100,0.22,MZ,light rain
452,bestobe,52.4994,73.0975,11.46,81,1,18.54,KZ,clear sky
453,byron bay,-28.65,153.6167,74.95,89,19,6.89,AU,few clouds
454,loubomo,-4.1997,12.6739,81.86,70,94,0.85,CG,light rain
455,hede,33.7681,120.2517,29.08,42,0,6.38,CN,clear sky
456,kortkeros,61.8106,51.5806,19.4,87,100,9.98,RU,overcast clouds
457,mahibadhoo,3.7833,72.9667,80.87,75,98,12.44,MV,overcast clouds
458,kamenka,51.3223,42.7678,16.54,89,80,6.35,RU,broken clouds
459,saiha,22.4833,92.9667,61.54,56,1,3.62,IN,clear sky
460,torbay,47.6666,-52.7314,30.58,64,20,5.75,CA,few clouds
461,livani,56.3543,26.1758,26.1,84,85,5.06,LV,overcast clouds
462,bar harbor,44.3876,-68.2039,41.02,77,100,12.66,US,overcast clouds
463,poso,-1.3959,120.7524,83.34,77,100,3.42,ID,overcast clouds
464,havre,49.5833,0.3333,45.19,81,100,9.22,FR,overcast clouds
465,ulaanbaatar,47.9077,106.8832,-2.07,78,0,6.71,MN,clear sky
466,hasaki,35.7333,140.8333,28.8,44,78,9.86,JP,broken clouds
467,cairns,-16.9167,145.7667,80.06,94,20,0.0,AU,light rain
468,yerbogachen,61.2767,108.0108,-14.04,100,100,1.72,RU,overcast clouds
469,ruteng,-8.6136,120.4721,63.77,94,100,1.32,ID,overcast clouds
470,punakha,27.5837,89.8598,54.34,83,60,1.86,BT,broken clouds
471,nandi hills,0.1066,35.1838,79.68,23,9,2.13,KE,clear sky
472,darhan,49.4867,105.9228,-2.51,93,18,6.53,MN,few clouds
473,pangkalanbuun,-2.6833,111.6167,75.34,95,100,1.81,ID,light rain
474,usvyaty,55.7456,30.7533,18.72,97,11,2.93,RU,few clouds
475,bousso,10.4795,16.7117,101.21,8,99,2.71,TD,overcast clouds
476,along,28.1667,94.7667,58.66,68,0,2.01,IN,clear sky
477,yulara,-25.2406,130.9889,74.89,76,100,1.36,AU,overcast clouds
478,bilibino,68.0546,166.4372,-4.45,94,96,4.65,RU,overcast clouds
479,moindou,-21.6924,165.677,75.43,85,99,2.93,NC,overcast clouds
480,humaita,-7.5061,-63.0208,74.08,97,100,0.87,BR,overcast clouds
481,palmer,42.1584,-72.3287,40.51,60,75,12.66,US,broken clouds
482,bagdarin,54.4333,113.6,-7.64,91,88,4.61,RU,overcast clouds
483,uruzgan,32.8333,66.0,30.9,96,100,1.34,AF,snow
484,arman,59.7,150.1667,-5.26,92,100,8.46,RU,overcast clouds
485,vila do maio,15.1333,-23.2167,79.59,70,19,19.73,CV,few clouds
486,poim,53.0264,43.1872,14.36,96,100,4.29,RU,overcast clouds
487,tokmak,47.2514,35.7058,35.56,68,100,10.2,UA,overcast clouds
488,avenal,36.0041,-120.129,35.37,90,0,4.97,US,clear sky
489,sabang,5.8933,95.3214,78.33,82,100,12.12,ID,overcast clouds
490,thinadhoo,0.5333,72.9333,81.19,78,43,12.03,MV,scattered clouds
491,gavle,60.6745,17.1417,35.92,76,72,3.0,SE,broken clouds
492,zelezna ruda,49.1374,13.2352,32.2,88,100,4.0,CZ,overcast clouds
493,uarini,-2.99,-65.1083,77.65,88,100,1.01,BR,overcast clouds
494,laurel,39.0993,-76.8483,44.92,59,0,8.05,US,clear sky
495,valparaiso,-33.0393,-71.6273,70.03,78,0,10.36,CL,clear sky
496,wawa,9.9022,4.4192,98.17,21,80,2.15,NG,broken clouds
497,sassandra,4.95,-6.0833,86.02,65,33,11.03,CI,scattered clouds
498,kalispell,48.1958,-114.3129,18.28,65,100,20.71,US,overcast clouds
499,gat,31.61,34.7642,70.81,39,14,6.53,IL,few clouds
500,newala,-10.9431,39.2787,78.84,65,26,5.91,TZ,scattered clouds
501,ambon,-3.6954,128.1814,77.14,94,40,6.91,ID,light rain
502,tongren,27.7172,109.1853,43.03,43,2,0.54,CN,clear sky
503,zheleznodorozhnyy,55.7503,38.0042,28.36,94,100,0.51,RU,overcast clouds
504,kannangad,12.3081,75.1063,77.11,80,61,5.44,IN,broken clouds
505,dakar,14.6937,-17.4441,95.88,54,51,19.66,SN,broken clouds
506,bartica,6.4,-58.6167,80.92,50,15,2.75,GY,few clouds
507,saldanha,-33.0117,17.9442,73.45,72,80,32.41,ZA,broken clouds
508,san juan de los morros,9.9115,-67.3538,82.9,34,8,2.55,VE,clear sky
509,pacific grove,36.6177,-121.9166,47.08,93,0,10.0,US,clear sky
510,koupela,12.1794,-0.3517,92.84,9,91,7.99,BF,overcast clouds
511,rocha,-34.4833,-54.3333,86.83,46,98,2.59,UY,overcast clouds
512,tottori,35.5,134.2333,33.24,83,100,10.18,JP,light snow
513,sola,-13.8833,167.55,81.39,76,60,8.16,VU,broken clouds
514,broken hill,-31.95,141.4333,86.04,19,100,6.82,AU,overcast clouds
515,tromso,69.6496,18.957,32.02,86,100,14.97,NO,light shower snow
516,jining,35.405,116.5814,29.5,23,0,7.27,CN,clear sky
517,conneaut,41.9476,-80.5542,34.86,79,100,15.14,US,overcast clouds
518,bani walid,31.7566,13.9942,57.43,23,2,15.08,LY,clear sky
519,san rafael del sur,11.8485,-86.4384,77.97,58,59,19.71,NI,broken clouds
520,punta alta,-38.8759,-62.0736,90.54,33,0,5.14,AR,clear sky
521,teya,60.3778,92.6267,6.58,98,100,4.47,RU,overcast clouds
522,antalaha,-14.9003,50.2788,79.97,85,41,6.13,MG,scattered clouds
523,beipiao,41.7919,120.7792,18.55,44,4,4.88,CN,clear sky
524,tautira,-17.7333,-149.15,79.75,75,16,15.08,PF,few clouds
525,tuatapere,-46.1333,167.6833,52.43,86,13,1.97,NZ,few clouds
526,ilhabela,-23.7781,-45.3581,82.15,76,36,5.3,BR,scattered clouds
527,san clemente,33.427,-117.612,51.98,82,37,5.01,US,scattered clouds
528,comodoro rivadavia,-45.8667,-67.5,76.86,29,0,14.97,AR,clear sky
529,bucerias,20.75,-105.3333,64.38,94,40,3.44,MX,scattered clouds
530,bemidji,47.4736,-94.8803,-16.83,85,0,3.44,US,clear sky
531,havoysund,70.9963,24.6622,34.03,75,98,21.79,NO,light snow
532,biak,-0.9131,122.8766,77.04,86,92,1.88,ID,overcast clouds
533,tianpeng,30.9866,103.9393,39.67,38,0,3.29,CN,clear sky
534,axim,4.8699,-2.2405,85.17,68,100,11.27,GH,overcast clouds
535,portland,45.5234,-122.6762,44.94,95,100,4.0,US,light rain
536,rabo de peixe,37.8,-25.5833,58.51,67,75,11.5,PT,broken clouds
537,yanam,16.7333,82.2167,71.4,83,0,4.63,IN,clear sky
538,san andres,12.5847,-81.7006,82.42,61,20,14.97,CO,few clouds
539,aasiaat,68.7098,-52.8699,13.12,84,100,11.16,GL,overcast clouds
540,marquette,46.5333,-87.6335,9.84,74,67,5.86,US,broken clouds
541,buchanan,5.8808,-10.0467,83.97,64,56,9.48,LR,broken clouds
542,chicama,-7.8447,-79.1469,66.74,64,100,7.25,PE,overcast clouds
543,mena,51.5217,32.2157,28.4,76,22,7.02,UA,few clouds
544,ligayan,4.6533,119.4706,81.86,77,81,9.13,PH,broken clouds
545,udachnyy,66.4167,112.4,-45.81,100,67,2.93,RU,broken clouds
546,ayan,56.45,138.1667,-15.43,85,41,6.38,RU,scattered clouds
547,hovd,48.0056,91.6419,0.43,82,2,1.28,MN,clear sky
548,vanavara,60.34,102.2797,6.42,97,100,5.17,RU,overcast clouds
549,albacete,38.8333,-2.0,41.81,42,0,9.22,ES,clear sky
550,krasnoborsk,61.5598,45.934,19.18,84,94,11.39,RU,overcast clouds
551,ridgecrest,35.6225,-117.6709,38.46,48,0,3.44,US,clear sky
552,hamilton,39.1834,-84.5333,40.89,79,100,4.61,US,overcast clouds
553,rodrigues alves,-7.738,-72.6509,80.8,62,100,2.98,BR,overcast clouds
554,tokat,40.4167,36.5833,41.16,77,91,5.12,TR,overcast clouds
555,razdolnoye,43.55,131.9167,-16.19,93,19,2.82,RU,few clouds
556,visnes,59.3556,5.2242,44.22,87,20,13.8,NO,few clouds
557,warri,5.5167,5.75,88.68,56,100,10.67,NG,overcast clouds
558,khandyga,62.6667,135.6,-53.0,100,79,2.42,RU,broken clouds
559,dubbo,-32.25,148.6167,75.33,57,100,5.75,AU,overcast clouds
560,krasnoselkup,65.7,82.4667,6.75,96,100,8.99,RU,overcast clouds
561,kilindoni,-7.9139,39.6668,80.87,75,2,16.78,TZ,clear sky
562,richards bay,-28.783,32.0377,82.29,70,0,10.29,ZA,clear sky
563,aguimes,27.9054,-15.4461,64.65,63,75,18.41,ES,broken clouds
564,opuwo,-18.0607,13.84,84.24,37,100,17.18,NA,overcast clouds
565,churapcha,62.0025,132.4325,-51.03,100,97,1.77,RU,overcast clouds
566,bojnurd,37.4747,57.329,40.95,42,20,9.22,IR,few clouds
567,barra do garcas,-15.89,-52.2567,75.78,88,75,0.0,BR,broken clouds
